日期,市场,店铺类型,品牌,子品类,系列,是否进口,表面材质,规格,香味,置入方式,片数,包数,销售额,销量,均价
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,323,无香味,其他,其他,其他,25.8000,1,25.80000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,330,其他,其他,其他,其他,5887.0200,542,10.86166052
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,330,无香味,其他,其他,其他,24507.8400,1216,20.15447368
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,330,有香味,其他,其他,其他,15930.0000,230,69.26086957
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,338,其他,其他,其他,其他,3601.4200,264,13.64174242
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,338,无香味,其他,其他,其他,1363.7000,216,6.31342593
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,338,有香味,其他,其他,其他,1455.8000,106,13.73396226
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,340,其他,其他,其他,其他,150.6000,32,4.70625000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,340,无香味,其他,其他,其他,2413.0000,69,34.97101449
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,340,有香味,其他,其他,其他,468.0000,7,66.85714286
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,350,其他,其他,其他,其他,44195.2800,7690,5.74711053
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,350,无香味,其他,其他,其他,63482.6800,3132,20.26905492
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,350,有香味,其他,其他,其他,729.6700,37,19.72081081
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,355,无香味,其他,其他,其他,707.4600,84,8.42214286
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,355,有香味,其他,其他,其他,178.0000,2,89.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,360,其他,其他,其他,其他,3208.6700,401,8.00167082
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,360,无香味,其他,其他,其他,11020.9900,1592,6.92273241
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,365,其他,其他,其他,其他,373.6200,51,7.32588235
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,365,无香味,其他,其他,其他,1495.6200,106,14.10962264
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,366,其他,其他,其他,其他,71.7000,11,6.51818182
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,366,无香味,其他,其他,其他,172.8000,24,7.20000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,370,其他,其他,其他,其他,42.5000,7,6.07142857
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,370,无香味,其他,其他,其他,956.1000,114,8.38684211
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,375,无香味,其他,其他,其他,230.9000,19,12.15263158
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,380,其他,其他,其他,其他,180.9600,27,6.70222222
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,380,无香味,其他,其他,其他,30562.5800,1589,19.23384519
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,380,有香味,其他,其他,其他,23.0000,23,1.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,383,无香味,其他,其他,其他,1622.4000,52,31.20000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,385,无香味,其他,其他,其他,58.0000,58,1.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,388,其他,其他,其他,其他,77.0000,11,7.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,390,无香味,其他,其他,其他,998.8200,141,7.08382979
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,395,无香味,其他,其他,其他,1537.5000,255,6.02941176
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,400,无香味,其他,其他,其他,6488.5000,466,13.92381974
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,405,无香味,其他,其他,其他,201.5000,79,2.55063291
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,405,有香味,其他,其他,其他,19.6200,9,2.18000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,410,其他,其他,其他,其他,1565.6300,117,13.38145299
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,410,无香味,其他,其他,其他,24856.5600,1900,13.08240000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,410,有香味,其他,其他,其他,768.9000,19,40.46842105
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,415,其他,其他,其他,其他,660.7000,81,8.15679012
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,415,无香味,其他,其他,其他,316.5000,28,11.30357143
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,420,其他,其他,其他,其他,1297.5300,145,8.94848276
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,420,无香味,其他,其他,其他,1240.0200,151,8.21205298
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,425,无香味,其他,其他,其他,229.6000,28,8.20000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,430,无香味,其他,其他,其他,45.7000,5,9.14000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,435,其他,其他,其他,其他,76.0000,8,9.50000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,440,无香味,其他,其他,其他,857.7800,54,15.88481481
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,450,其他,其他,其他,其他,109.5000,6,18.25000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,450,无香味,其他,其他,其他,230.6200,37,6.23297297
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,480,其他,其他,其他,其他,30.0000,2,15.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,480,无香味,其他,其他,其他,184.8000,56,3.30000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,485,无香味,其他,其他,其他,535.6900,31,17.28032258
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,65,无香味,其他,其他,其他,594.0000,99,6.00000000
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,其他,其他,其他,其他,其他,5315.2000,336,15.81904762
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,其他,无香味,其他,其他,其他,88824.7800,3727,23.83278240
1709,阿里,集市,其他,其他,其他,国产,棉柔亲肤,其他,有香味,其他,其他,其他,1154.0000,42,27.47619048
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,150,其他,其他,其他,其他,169.8000,6,28.30000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,155,无香味,其他,其他,其他,40.0000,4,10.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,160,其他,其他,其他,其他,312.0000,32,9.75000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,163,其他,其他,其他,其他,816.0000,24,34.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,230,其他,其他,其他,其他,161.0000,7,23.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,230,无香味,其他,其他,其他,84.0000,6,14.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,240,无香味,其他,其他,其他,80.0000,5,16.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,245,其他,其他,其他,其他,1285.4000,16,80.33750000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,250,其他,其他,其他,其他,704.0000,8,88.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,260,无香味,其他,其他,其他,69.8000,2,34.90000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,284,无香味,其他,其他,其他,279.0000,18,15.50000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,290,其他,其他,其他,其他,348.0000,10,34.80000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,317,无香味,其他,其他,其他,93.0000,6,15.50000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,405,其他,其他,其他,其他,56.0000,7,8.00000000
1709,阿里,集市,其他,其他,其他,进口,丝柔超薄,其他,其他,其他,其他,其他,913.0000,15,60.86666667
1709,阿里,集市,其他,其他,其他,进口,其他,155,其他,其他,其他,其他,249.3000,7,35.61428571
1709,阿里,集市,其他,其他,其他,进口,其他,160,其他,其他,其他,其他,210.0000,6,35.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,163,其他,其他,其他,其他,2352.9000,55,42.78000000
1709,阿里,集市,其他,其他,其他,进口,其他,165,其他,其他,其他,其他,130.0000,1,130.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,175,其他,其他,其他,其他,227.0000,12,18.91666667
1709,阿里,集市,其他,其他,其他,进口,其他,180,其他,其他,其他,其他,110.0000,20,5.50000000
1709,阿里,集市,其他,其他,其他,进口,其他,190,其他,其他,其他,其他,85.5000,1,85.50000000
1709,阿里,集市,其他,其他,其他,进口,其他,200,其他,其他,其他,其他,190.0000,5,38.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,230,其他,其他,其他,其他,50.0000,2,25.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,240,其他,其他,其他,其他,40.0000,4,10.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,245,其他,其他,其他,其他,1528.0000,12,127.33333333
1709,阿里,集市,其他,其他,其他,进口,其他,250,其他,其他,其他,其他,219.0000,6,36.50000000
1709,阿里,集市,其他,其他,其他,进口,其他,260,其他,其他,其他,其他,105.0000,3,35.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,280,其他,其他,其他,其他,340.1000,16,21.25625000
1709,阿里,集市,其他,其他,其他,进口,其他,300,其他,其他,其他,其他,29.0000,1,29.00000000
1709,阿里,集市,其他,其他,其他,进口,其他,320,其他,其他,其他,其他,104.5000,11,9.50000000
1709,阿里,集市,其他,其他,其他,进口,其他,350,其他,其他,其他,其他,90.1000,9,10.01111111
1709,阿里,集市,其他,其他,其他,进口,其他,410,其他,其他,其他,其他,631.6000,16,39.47500000
1709,阿里,集市,其他,其他,其他,进口,其他,其他,其他,其他,其他,其他,813.0000,11,73.90909091
1709,阿里,集市,其他,其他,其他,进口,干爽网面,225,无香味,其他,其他,其他,36.0000,2,18.00000000
1709,阿里,集市,其他,其他,其他,进口,干爽网面,240,其他,其他,其他,其他,163.2000,24,6.80000000
1709,阿里,集市,其他,其他,其他,进口,干爽网面,245,无香味,其他,其他,其他,29.9000,1,29.90000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,125,其他,其他,其他,其他,159.6000,4,39.90000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,140,无香味,其他,其他,其他,106.0000,5,21.20000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,140,有香味,其他,其他,其他,336.0000,2,168.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,150,其他,其他,其他,其他,868.0000,14,62.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,155,其他,其他,其他,其他,102.0000,6,17.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,155,无香味,其他,其他,其他,998.0000,44,22.68181818
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,155,有香味,其他,其他,其他,842.1000,63,13.36666667
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,156,无香味,其他,其他,其他,32.0000,2,16.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,160,其他,其他,其他,其他,237.6000,12,19.80000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,160,无香味,其他,其他,其他,155.7500,5,31.15000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,160,有香味,其他,其他,其他,1120.0000,40,28.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,163,其他,其他,其他,其他,373.0000,11,33.90909091
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,163,无香味,其他,其他,其他,547.0000,13,42.07692308
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,163,有香味,其他,其他,其他,306.0000,9,34.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,168,无香味,其他,其他,其他,2202.8000,31,71.05806452
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,175,其他,其他,其他,其他,97.5000,5,19.50000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,175,无香味,其他,其他,其他,967.0000,37,26.13513514
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,180,其他,其他,其他,其他,125.0000,5,25.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,180,无香味,其他,其他,其他,337.9000,16,21.11875000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,180,有香味,其他,其他,其他,476.0000,20,23.80000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,190,无香味,其他,其他,其他,155.4000,4,38.85000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,205,无香味,其他,其他,其他,36.0000,2,18.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,210,其他,其他,其他,其他,252.0000,14,18.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,210,有香味,其他,其他,其他,56.0000,2,28.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,215,无香味,其他,其他,其他,174.4000,4,43.60000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,220,无香味,其他,其他,其他,156.0000,3,52.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,229,无香味,其他,其他,其他,49.0000,1,49.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,230,其他,其他,其他,其他,63.2000,4,15.80000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,230,无香味,其他,其他,其他,269.0000,9,29.88888889
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,230,有香味,其他,其他,其他,45.0000,3,15.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,235,其他,其他,其他,其他,1652.0000,14,118.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,235,无香味,其他,其他,其他,17.1000,1,17.10000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,239,无香味,其他,其他,其他,168.0000,4,42.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,240,无香味,其他,其他,其他,4172.7600,443,9.41932280
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,245,其他,其他,其他,其他,330.0000,22,15.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,245,无香味,其他,其他,其他,164.9000,4,41.22500000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,250,无香味,其他,其他,其他,1403.0000,51,27.50980392
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,255,其他,其他,其他,其他,35.0000,1,35.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,255,无香味,其他,其他,其他,182.0000,3,60.66666667
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,260,无香味,其他,其他,其他,65.0000,1,65.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,275,无香味,其他,其他,其他,380.0000,10,38.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,280,其他,其他,其他,其他,134.9000,4,33.72500000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,280,无香味,其他,其他,其他,211.9000,10,21.19000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,285,无香味,其他,其他,其他,1261.2000,39,32.33846154
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,320,无香味,其他,其他,其他,427.8000,16,26.73750000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,320,有香味,其他,其他,其他,35.0000,1,35.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,323,其他,其他,其他,其他,152.0000,2,76.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,330,无香味,其他,其他,其他,93.5000,1,93.50000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,350,无香味,其他,其他,其他,96.7200,4,24.18000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,360,其他,其他,其他,其他,24.0000,2,12.00000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,360,无香味,其他,其他,其他,22.8000,2,11.40000000
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,其他,其他,其他,其他,其他,133.3100,6,22.21833333
1709,阿里,集市,其他,其他,其他,进口,棉柔亲肤,其他,无香味,其他,其他,其他,1419.7800,24,59.15750000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,其他,其他,16,1,374.7000,24,15.61250000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,其他,其他,其他,其他,2753.1000,26,105.88846154
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,10,1,436.7000,46,9.49347826
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,12,1,531.8300,23,23.12304348
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,16,1,8580.1600,585,14.66694017
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,30,1,2286.5000,183,12.49453552
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,5,1,768.0000,24,32.00000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,其他,其他,其他,12114.9700,171,70.84777778
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,无香味,指套置入式,100,1,148.0000,4,37.00000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,其他,有香味,其他,20,1,32.5000,5,6.50000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,大,其他,导管置入式,1,1,1120.0000,14,80.00000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,大,无香味,其他,1,1,218.1000,16,13.63125000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,大,无香味,指套置入式,1,1,90.0000,2,45.00000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,小,其他,指套置入式,其他,其他,215.0000,4,53.75000000
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,普通,其他,指套置入式,1,1,1620.0000,151,10.72847682
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,普通,无香味,指套置入式,其他,其他,286.0000,6,47.66666667
1709,阿里,集市,其他,卫生棉条,其他,国产,其他,超大,无香味,指套置入式,100,1,989.5000,16,61.84375000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,其他,导管置入式,3,1,39.6000,4,9.90000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,1,1,151965.0000,919,165.35908596
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,16,1,743.3100,30,24.77700000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,80,1,505.0000,6,84.16666667
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,80,5,288.0000,4,72.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,其他,12,880.0000,5,176.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,其他,其他,其他,8552.0000,333,25.68168168
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,导管置入式,10,1,414.0000,6,69.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,导管置入式,2,1,360.1500,9,40.01666667
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,导管置入式,20,1,179.2000,4,44.80000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,导管置入式,36,1,598.0000,7,85.42857143
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,导管置入式,其他,其他,179.0000,6,29.83333333
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,10,1,535.3000,70,7.64714286
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,16,1,1242.5000,88,14.11931818
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,其他,导管置入式,1,1,14421.0000,141,102.27659574
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,其他,导管置入式,2,1,1106.0000,7,158.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,其他,指套置入式,10,1,917.5000,123,7.45934959
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,其他,1,1,1451.2000,17,85.36470588
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,其他,2,1,2772.0000,14,198.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,导管置入式,16,1,3798.0000,42,90.42857143
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,导管置入式,32,2,990.0000,5,198.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,指套置入式,1,1,109.8800,6,18.31333333
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,指套置入式,100,1,6478.5000,85,76.21764706
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,指套置入式,16,1,240.7500,15,16.05000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,大,无香味,指套置入式,其他,其他,322.0000,4,80.50000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,小,其他,导管置入式,其他,其他,267.0000,3,89.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,小,无香味,指套置入式,1,1,504.0000,14,36.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,小,无香味,指套置入式,100,1,1790.0000,26,68.84615385
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,小,无香味,指套置入式,32,1,155.4000,3,51.80000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,小,无香味,指套置入式,其他,其他,2649.4600,50,52.98920000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,其他,指套置入式,其他,其他,1494.0000,61,24.49180328
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,其他,1,1,782.5000,30,26.08333333
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,其他,其他,其他,2682.2600,139,19.29683453
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,1,1,15130.2000,181,83.59226519
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,16,1,5502.0000,58,94.86206897
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,2,1,944.4000,13,72.64615385
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,32,2,3168.0000,16,198.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,6,1,80.0000,2,40.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,导管置入式,8,1,74.5000,5,14.90000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,1,1,5848.7000,149,39.25302013
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,10,1,254.5000,12,21.20833333
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,100,1,29797.5000,459,64.91830065
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,16,1,1065.0000,32,33.28125000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,2,1,10981.2000,160,68.63250000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,32,1,245.0000,7,35.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,其他,其他,2432.4000,58,41.93793103
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,超大,无香味,导管置入式,16,1,6534.0000,66,99.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,超大,无香味,导管置入式,32,2,1782.0000,9,198.00000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,超大,无香味,指套置入式,100,1,29038.5000,449,64.67371938
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,超大,无香味,指套置入式,80,1,1798.2000,18,99.90000000
1709,阿里,集市,其他,卫生棉条,其他,进口,其他,超大,无香味,指套置入式,其他,其他,1242.5000,69,18.00724638
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,270,无香味,其他,30,1,16.9000,1,16.90000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,275,其他,其他,10,1,61.4000,8,7.67500000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,275,无香味,其他,其他,其他,38.0000,1,38.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,其他,其他,4,1,30.0000,1,30.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,其他,其他,8,1,261.4000,23,11.36521739
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,其他,其他,其他,其他,724.0000,68,10.64705882
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,1,1,328.9000,299,1.10000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,17,1,560.0000,10,56.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,20,1,15.1600,2,7.58000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,6,1,39.6000,2,19.80000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,8,1,20.0000,1,20.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,无香味,其他,其他,其他,1309.0000,91,14.38461538
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,有香味,其他,10,1,450.0000,25,18.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,280,有香味,其他,其他,其他,27912.0000,4646,6.00774860
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,283,其他,其他,其他,其他,51.8000,2,25.90000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,283,无香味,其他,8,1,236.9000,11,21.53636364
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,283,无香味,其他,其他,其他,59.0000,5,11.80000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,284,无香味,其他,其他,其他,105.3000,15,7.02000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,其他,其他,10,1,56.0000,2,28.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,其他,其他,100,5,54.0000,1,54.00000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,其他,其他,8,1,55.6000,4,13.90000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,其他,其他,其他,其他,873.0000,36,24.25000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,无香味,其他,20,1,27.9300,3,9.31000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,无香味,其他,8,1,43.5000,3,14.50000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,285,无香味,其他,其他,其他,324.6600,28,11.59500000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,288,无香味,其他,100,5,286.4000,8,35.80000000
1709,阿里,集市,其他,夜用,其他,国产,丝柔超薄,290,其他,其他,10,1,76.8000,9,8.53333333
