no.,Product Name,Shop Name,Brand,Date,Sales Value,Sales Unit,Price
55,日本原装进口KAO花王卫生巾组合套装 乐而雅轻薄零触感日夜用79片,昕宝居家日用专营店,KAO/花王,1705,179515.0000,1561,115.00000000
56,ABC卫生巾纯棉纤薄超吸防漏套装日夜用组合套装包邮abc旗舰店B4,abc官方旗舰店,ABC,1705,174044.3000,2457,70.83610094
57,ADAOFU阿道夫卫生巾日用夜用卫生护垫混合装长久干爽瞬吸防侧漏,阿道夫家居旗舰店,ADAOFU/阿道夫,1705,173074.7000,2483,69.70386629
58,怡丽卫生巾 棉柔纤巧量贩组合装 日用贴身夜用超长防漏姨妈巾9包,怡丽官方旗舰店,Elis/怡丽,1705,172845.2400,2351,73.51988090
59,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 棉爽超吸组合装 16包,全棉时代官方旗舰店,Purcotton/全棉时代,1705,162650.4000,1031,157.75984481
60,synia进口导管式卫生棉条内置卫生巾日夜用月经期卫生棉棒姨妈巾,synia旗舰店,synia,1705,154862.4500,5505,28.13123524
61,米娅卫生巾蚕丝特薄日夜组合装 180+240+420 55片棉柔干爽姨妈巾,mia米娅旗舰店,MIA/米娅,1705,150545.7200,1951,77.16336238
62,保税仓发日本尤妮佳CENTER-IN日用+夜用棉柔护翼卫生巾6包组合装,onefesta海外旗舰店,UNICHARM/尤妮佳,1705,147473.0000,1657,89.00000000
63,护舒宝卫生巾组合套装超净云感棉棉柔日用夜用迷你卫生姨妈巾72片,宝洁官方旗舰店,whisper/护舒宝,1705,143477.6000,1943,73.84333505
64,护舒宝甜睡棉柔卫生巾纯棉夜用姨妈巾组合混合套装超长超薄400mm,宝洁官方旗舰店,whisper/护舒宝,1705,140252.1000,2423,57.88365662
65,护舒宝考拉呼呼卫生巾纯棉夜用姨妈巾组合混合套装超长棉柔425mm,宝洁官方旗舰店,whisper/护舒宝,1705,138806.1000,1899,73.09431280
66,马应龙卫生巾组合超薄绵柔卫生棉日夜用姨妈巾八宝棉柔语套装,马应龙旗舰店,马应龙,1705,135158.2000,1505,89.80611296
67,恩芝卫生巾 原装进口姨妈巾 纯棉超薄透气日用夜用混合组合装棉柔,恩芝旗舰店,EUNJEE/恩芝,1705,131612.9000,3281,40.11365437
68,千金净雅卫生巾纯棉全月组合套装日用+夜用妇科迷你包邮棉柔亲肤,jaya千金净雅旗舰店,JAYA/千金净雅,1705,130658.9000,2811,46.48128780
69,护舒宝always液体卫生巾幻彩日用27片+量多14片 进口包邮,宝洁官方旗舰店,whisper/护舒宝,1705,129949.8000,1219,106.60360952
70,free卫生巾 棉柔超薄透气 超值包邮11包日夜用迷你卫生巾组合装,free旗舰店,Free/飞,1705,128031.3000,1819,70.38554151
71,ABC卫生巾 日用夜用组合超吸棉柔防漏套装带迷你巾包邮B3,abc官方旗舰店,ABC,1705,127914.9000,1751,73.05248429
72,花王乐而雅卫生巾80片零触感特长16片*4+超瞬吸超特长4片*4,乐而雅官方旗舰店,KAO/花王,1705,126108.8000,1313,96.04630617
73,月月舒姨妈巾暖暖日记本草调理棉柔日用夜用超长卫生巾组合装,月月舒官方旗舰店,月月舒,1705,124324.2000,2079,59.80000000
74,abc卫生巾纯棉日夜用组合装纯棉柔立围防漏日用6包夜用6包包邮D2,abc官方旗舰店,ABC,1705,122669.2000,1708,71.82037471
75,free美洲纯棉卫生巾进口棉超薄日夜用卫生巾组合套装11包,free旗舰店,Free/飞,1705,122657.7000,715,171.54923077
76,倍舒特卫生巾7星棉柔日夜用组合装护垫迷你巾16包旗舰店姨妈巾,倍舒特旗舰店,倍舒特,1705,120142.0000,1259,95.42652899
77,洁婷卫生巾棉柔透气双U日夜组合装 日用夜用姨妈巾96片,祝好居家日用专营店,Ladycare/洁婷,1705,115589.5000,1748,66.12671625
78,ABC卫生巾 日用夜用丝薄0.1cm组合 蓝芯2棉柔套装卫生巾组合套装,国新居家日用专营店,ABC,1705,104060.1000,2118,49.13130312
79,花王乐而雅零触感迷你日用安心组合88片17cm+22.5cm+25cm,乐而雅官方旗舰店,KAO/花王,1705,103170.2000,1285,80.28809339
80,asana阿莎娜加拿大进口卫生巾批发整箱日夜用组合混合装姨妈巾薄,阿莎娜旗舰店,阿莎娜,1705,101596.0200,1643,61.83567864
81,natracare奈卡天然棉超薄呵护四件套54片（普通+量多+夜用+护垫）,奈卡旗舰店,natracare/奈卡,1705,101254.0000,626,161.74760383
82,七度空间卫生巾批发整箱少女超薄纯棉柔姨妈巾日用夜用护垫混合装,迈时杰家居专营店,SPACE7/七度空间,1705,99620.7000,2506,39.75287310
83,自由点棉柔卫生巾组合装16包日用超长夜用360姨妈巾包邮,自由点旗舰店,FREEMORE/自由点,1705,96476.0000,1400,68.91142857
84,洁婷透气日夜用组合卫生巾批发棉柔卫生棉姨妈巾混合装共75片,洁婷旗舰店,Ladycare/洁婷,1705,96269.8000,1302,73.93993856
85,free美洲纯棉卫生巾进口棉日夜用迷你巾卫生巾组合套装,free旗舰店,Free/飞,1705,95958.0000,1311,73.19450801
86,abc卫生巾纤薄柔柔棉安心防漏日用夜用混合套餐姨妈贴身12包,三安家居专营店,ABC,1705,90917.0100,1299,69.99000000
87,NONOLADY官网纯棉无荧光剂进口卫生巾夜用日用超薄套装组合装正品,紫佰诺旗舰店,紫佰诺,1705,89315.0000,926,96.45248380
88,Free飞卫生巾组合装日夜用套装 超薄透气棉柔加长卫生巾夜用包邮,free旗舰店,Free/飞,1705,88122.0000,1682,52.39120095
89,苏菲卫生巾 超熟睡夜用420+290弹力贴身日用230姨妈巾组合套装,优趣汇官方旗舰店,SOFY/苏菲,1705,87934.2000,1258,69.90000000
90,【天猫预售】护舒宝云感棉卫生巾夜用日用组合混合套装日夜76片,宝洁官方旗舰店,whisper/护舒宝,1705,87468.9000,1074,81.44217877
91,七度空间卫生巾混合装日夜用组合纯棉护垫姨妈巾整箱批发20包正品,凯路保家居专营店,SPACE7/七度空间,1705,87375.0000,1250,69.90000000
92,进口花王 日夜组合卫生巾 25cm*4+35cm*2日本原装乐而雅轻薄102片,昕宝居家日用专营店,KAO/花王,1705,85848.0000,511,168.00000000
93,【日夜80片】苏菲卫生巾夜用超熟睡350+日用极薄0.1透气组合,苏菲官方旗舰店,SOFY/苏菲,1705,82796.7000,1226,67.53401305
94,德国进口强生ob卫生棉条量多型普通量少卫生棉替导管姨妈巾日夜用,百娇居家日用专营店,o．b．,1705,79420.8900,964,82.38681535
95,ABC卫生巾棉柔纤薄防侧漏日用夜用纯棉防侧漏卫生巾组合,国新居家日用专营店,ABC,1705,75282.3000,1077,69.90000000
96,保税仓发货 KAO花王 乐而雅卫生巾日用25cm19片*6+夜用35cm13片*2,松本清海外旗舰店,KAO/花王,1705,74563.5000,370,201.52297297
97,高洁丝卫生巾组合臻选纯棉日用4包+丝薄纯棉夜用3包+迷你巾,高洁丝官方旗舰店,高洁丝,1705,73415.9000,792,92.69684343
98,abc卫生巾新品新肌感棉柔超薄日用夜用组合套装卫生巾包邮J2,abc官方旗舰店,ABC,1705,71759.0000,810,88.59135802
99,sofy/苏菲卫生巾AIR气垫420mm*4包+超熟睡柔棉感290mm*4包组合装,苏菲官方旗舰店,SOFY/苏菲,1705,69246.3000,1051,65.88610847
100,abc卫生巾新品新肌感棉柔超薄日用夜用组合套装超柔云感包邮J33,abc官方旗舰店,ABC,1705,66718.4000,807,82.67459727
1,ABC卫生巾棉柔纤薄防侧漏日用夜用纯棉防侧漏贴身组合套装包邮A1,abc官方旗舰店,ABC,1706,4520121.8500,71544,63.17960765
2,【日夜人气爆款】苏菲超熟睡夜用柔棉感420+290+日用弹力贴身组合,苏菲官方旗舰店,SOFY/苏菲,1706,4211386.1000,66980,62.87527769
3,七度空间卫生巾少女系列纯棉超薄日用夜用超长姨妈巾组合官方正品,七度空间官方旗舰店,SPACE7/七度空间,1706,4013017.6000,66478,60.36610006
4,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超薄加长组合装 16包,全棉时代官方旗舰店,Purcotton/全棉时代,1706,3713932.8000,32035,115.93359763
5,洁婷透气日夜用组合卫生巾批发棉柔卫生棉姨妈巾混合装共75片,洁婷旗舰店,Ladycare/洁婷,1706,3202952.9300,63390,50.52773198
6,护舒宝云感棉卫生巾纯棉亲肤夜用日用姨妈巾组合混合套装日夜棉柔,宝洁官方旗舰店,whisper/护舒宝,1706,2764657.7000,45362,60.94655659
7,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超吸加长组合装 16包,全棉时代官方旗舰店,Purcotton/全棉时代,1706,2712267.2000,25164,107.78362740
8,高洁丝卫生巾亲亲棉日用9包+美人鱼扇尾夜用3包+迷你巾+护垫,高洁丝官方旗舰店,高洁丝,1706,2402812.4800,43864,54.77869050
9,【极上爆款】苏菲卫生巾裸感S230+250+超熟睡420Air气垫组合,苏菲官方旗舰店,SOFY/苏菲,1706,1919193.8000,26956,71.19727704
10,怡丽卫生巾 棉柔纤巧无忧组合装 日用贴身夜用超长防漏姨妈巾,怡丽官方旗舰店,Elis/怡丽,1706,1901894.8500,56790,33.48996038
11,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,七度空间恒阜专卖店,SPACE7/七度空间,1706,1679111.2900,47034,35.69994663
12,Free飞卫生巾日夜用组合装女神卫生巾超薄绵柔姨妈巾日夜套装11包,free旗舰店,Free/飞,1706,1590707.1000,29670,53.61331648
13,怡丽卫生巾 棉柔纤巧量贩组合装 日用贴身夜用超长防漏姨妈巾9包,怡丽官方旗舰店,Elis/怡丽,1706,1538819.6000,27008,56.97643661
14,宝洁进口护舒宝Always液体卫生巾无荧光剂日用54片+夜用16片,宝洁海外旗舰店,whisper/护舒宝,1706,1528144.4800,12517,122.08552209
15,丹碧丝Tampax进口隐形卫生棉条 导管式内置无感姨妈卫生巾日夜用,宝洁官方旗舰店,Tampax/丹碧丝,1706,1509468.9500,16850,89.58272700
16,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,华商创辉家居专营店,SPACE7/七度空间,1706,1472114.7800,22782,64.61745150
17,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 棉爽超薄组合装 16包,全棉时代官方旗舰店,Purcotton/全棉时代,1706,1221715.2000,9398,129.99736114
18,七度空间卫生巾少女系列纯棉超薄日用夜用特长夜用420姨妈巾组合,七度空间官方旗舰店,SPACE7/七度空间,1706,973976.1300,13926,69.93940327
19,苏菲/sofy口袋魔法箱装棉柔感日夜用组合卫生巾共10包组合装,苏菲官方旗舰店,SOFY/苏菲,1706,961797.9500,15287,62.91606921
20,千金净雅卫生巾组合纯棉透气日用夜用7包妇科卫生巾组合装包邮,jaya千金净雅旗舰店,JAYA/千金净雅,1706,863612.5900,15089,57.23458082
21,【备用】花王乐而雅日夜卫生巾10包量多日用25cm+超长夜用40cm,乐而雅官方旗舰店,KAO/花王,1706,863579.4500,13088,65.98253744
22,ADAOFU阿道夫卫生巾日用夜用卫生护垫混合装长久干爽瞬吸防侧漏,阿道夫家居旗舰店,ADAOFU/阿道夫,1706,843106.7000,12256,68.79134302
23,强生ob卫生棉条混合量多普通型3盒德国进口内置式姨妈卫生巾月经,强生中国官方旗舰店,o．b．,1706,807505.0100,18384,43.92433692
24,ABC卫生巾 超薄0.1cm棉柔防侧漏组合 日夜用贴身组合套装包邮A2,abc官方旗舰店,ABC,1706,738213.6500,10498,70.31945609
25,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,七度空间恒阜专卖店,SPACE7/七度空间,1706,720188.6200,10806,66.64710531
26,【官方店】洁婷卫生巾透气双U棉柔日夜用周期159片姨妈巾批发组合,洁婷旗舰店,Ladycare/洁婷,1706,714816.5000,12332,57.96436101
27,洁婷卫生巾组合75片透气双U棉柔纤薄日用混合装批发包邮促销正品,洁婷旗舰店,Ladycare/洁婷,1706,689852.2100,12348,55.86752592
28,七度空间优雅系列卫生巾丝柔超薄姨妈巾套装日用夜用组合官方正品,七度空间官方旗舰店,SPACE7/七度空间,1706,673196.9500,10850,62.04580184
29,七度空间卫生巾姨妈巾少女日用夜用整箱批发混合装纯棉组合送护垫,桦川家居专营店,SPACE7/七度空间,1706,666476.7000,13503,49.35767607
30,abc卫生巾新品新肌感棉柔超薄日用夜用组合套装卫生巾包邮J2,abc官方旗舰店,ABC,1706,631703.7200,9025,69.99487202
31,自由点无感7日贴身超薄棉柔透气卫生巾超值日用夜用组合,自由点旗舰店,FREEMORE/自由点,1706,591357.4000,8677,68.15228766
32,千金净雅卫生巾纯棉超薄常规日用+夜用双月混合组合装正品包邮,jaya千金净雅旗舰店,JAYA/千金净雅,1706,580794.9900,7651,75.91099072
33,【超值80片】苏菲卫生巾夜用超熟睡350+日用极薄0.1透气组合,苏菲官方旗舰店,SOFY/苏菲,1706,561237.2600,10795,51.99048263
34,高洁丝卫生巾臻选纯棉日用5包+夜用4包+迷你巾1包,高洁丝官方旗舰店,高洁丝,1706,548243.1400,8154,67.23609762
35,+7佳期卫生巾组合装  轻薄透气0.1棉柔日用+夜用套装6包74片正品,佳期旗舰店,GOODCARE/佳期,1706,511912.3800,9545,53.63146988
36,日本原装进口KAO花王卫生巾组合套装 乐而雅轻薄零触感日夜用79片,昕宝居家日用专营店,KAO/花王,1706,494307.5000,5196,95.13231332
37,+7佳期卫生巾组合装轻薄0.1透气棉柔日用夜用套装9包95片官方正品,佳期旗舰店,GOODCARE/佳期,1706,490598.2500,7841,62.56832674
38,ABC卫生巾棉柔纤薄防侧漏日夜用贴身组合装日用4包夜用5包包邮A4,abc官方旗舰店,ABC,1706,486988.5500,7453,65.34127868
39,护舒宝always液体卫生巾幻彩日用27片+量多14片 进口包邮,宝洁官方旗舰店,whisper/护舒宝,1706,477077.7000,5546,86.02194374
40,OBB负离子卫生巾日用夜用迷你巾组合装100片纯棉柔无荧光剂姨妈巾,obb旗舰店,OBb,1706,476307.0000,7965,59.80000000
41,护舒宝考拉呼呼卫生巾纯棉夜用姨妈巾组合混合套装超长棉柔425mm,宝洁官方旗舰店,whisper/护舒宝,1706,460671.9000,7579,60.78267581
42,马应龙套装礼盒卫生巾组合装超薄绵柔卫生棉日夜用姨妈巾,马应龙旗舰店,马应龙,1706,455820.9900,3104,146.84954575
43,free美洲纯棉卫生巾进口棉超薄日夜用卫生巾组合套装11包,free旗舰店,Free/飞,1706,447033.6600,6657,67.15242001
44,高洁丝卫生巾亲亲棉丝薄日用7包+丝薄夜用3包+迷你巾+护垫,高洁丝官方旗舰店,高洁丝,1706,439111.9800,6085,72.16302054
45,保税仓发货 KAO花王 乐而雅卫生巾日用25cm19片*6+夜用35cm13片*2,松本清海外旗舰店,KAO/花王,1706,438665.0000,2639,166.22394847
46,宝洁进口护舒宝Always幻彩超薄透气液体卫生巾日用48片+夜用14片,宝洁海外旗舰店,whisper/护舒宝,1706,431203.5200,3595,119.94534631
