no.,tb_item_id,name,platform,shop_name,shop_type,month,num,sales(yuan),brand
16,524890306555,洁婷透气日夜用组合卫生巾整箱批发棉柔卫生棉姨妈巾混合装,阿里,洁婷旗舰店,天猫,1707,2428,193997.2000,Ladycare/洁婷
17,39694236533,【天猫超市】七度空间卫生巾少女超薄棉柔2日用+2夜用36片组合装,阿里,天猫超市,天猫超市,1707,26662,783427.8000,SPACE7/七度空间
18,523012195903,Free飞卫生巾日夜用组合装女神卫生巾超薄棉柔姨妈巾日夜套装11包,阿里,free旗舰店,天猫,1707,7454,513991.5000,Free/飞
19,526488074556,高洁丝卫生巾亲亲棉日用7包+美人鱼扇尾夜用3包+迷你巾,阿里,高洁丝官方旗舰店,天猫,1707,8172,830994.6000,高洁丝
20,522217109947,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超薄加长组合装 16包,阿里,全棉时代官方旗舰店,天猫,1707,362,83404.8000,Purcotton/全棉时代
21,45561865834,七度空间卫生巾少女系列纯棉超薄日用夜用特长夜用420姨妈巾组合,阿里,七度空间官方旗舰店,天猫,1707,18198,1275624.2000,SPACE7/七度空间
22,40601814277,【官方店】洁婷卫生巾透气双U棉柔日夜用周75片姨妈巾批发组合,阿里,洁婷旗舰店,天猫,1707,1563,87208.2800,Ladycare/洁婷
23,521855694909,宝洁进口护舒宝Always液体卫生巾无荧光剂日用54片+夜用16片,阿里,宝洁海外旗舰店,天猫国际,1707,3226,430676.9700,whisper/护舒宝
24,550003259844,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,七度空间恒阜专卖店,天猫,1707,10124,707381.0000,SPACE7/七度空间
25,531072067994,强生ob卫生棉条混合量多普通型3盒德国进口内置式姨妈卫生巾月经,阿里,强生中国官方旗舰店,天猫,1707,13072,677194.9900,o．b．
26,25108800128,怡丽棉柔纤巧量贩组合装卫生巾 日用贴身 夜用超长防漏姨妈巾 9包,阿里,怡丽官方旗舰店,天猫,1707,2720,177566.7100,Elis/怡丽
27,539024415360,【天猫超市】ABC卫生巾棉柔日用超长夜用周期套装10包 送护垫22片,阿里,天猫超市,天猫超市,1707,9089,600786.5000,ABC
28,41351658382,【日夜爆款】苏菲卫生巾 夜用超熟睡420+290日棉柔72片卫生巾组合,阿里,苏菲官方旗舰店,天猫,1707,56,4026.4000,SOFY/苏菲
29,43367805551,七度空间优雅系列卫生巾丝柔超薄姨妈巾套装日用夜用组合官方正品,阿里,七度空间官方旗舰店,天猫,1707,11237,796352.7000,SPACE7/七度空间
30,531381347003,洁婷卫生巾组合透气双U棉柔纤薄日用混合装批发包邮促销正品75片,阿里,洁婷旗舰店,天猫,1707,13219,762736.6000,Ladycare/洁婷
1,42633265811,【买就限量送】苏菲超熟睡夜用柔棉感420+290+日用弹力贴身组合,阿里,苏菲官方旗舰店,天猫,1708,15383,1177920.1000,SOFY/苏菲
2,16027198488,ABC卫生巾棉柔纤薄防侧漏日用夜用棉柔防侧漏贴身组合套装包邮A1,阿里,abc官方旗舰店,天猫,1708,12750,944161.3000,ABC
3,45813031445,【天猫超市】七度空间卫生巾少女纯棉超薄6日用+8夜用96片装,阿里,天猫超市,天猫超市,1708,41634,2905576.2000,SPACE7/七度空间
4,541168065917,【天猫超市】苏菲卫生巾纤巧日用10片*8包+超熟睡4片*4共96片,阿里,天猫超市,天猫超市,1708,21234,1471888.6000,SOFY/苏菲
5,538374391613,【天猫超市】护舒宝卫生巾云感棉丝薄日用甜睡夜用护垫组合共89片-天猫超市-天猫Tmall.com-上天猫，就购了-理想生,阿里,天猫超市,天猫超市,1708,27623,1844583.8000,whisper/护舒宝
6,520169267371,七度空间卫生巾少女系列纯棉超薄日用夜用超长姨妈巾组合官方正品,阿里,七度空间官方旗舰店,天猫,1708,15412,1104234.2000,SPACE7/七度空间
7,37742030041,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,华商创辉家居专营店,天猫,1708,22881,1614661.8000,SPACE7/七度空间
8,525344133119,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,阿里,七度空间恒阜专卖店,天猫,1708,36801,1452380.2000,SPACE7/七度空间
9,40702993392,护舒宝云感棉卫生巾纯棉亲肤夜用日用姨妈巾组合混合套装日夜棉柔,阿里,宝洁官方旗舰店,天猫,1708,13757,993381.8000,whisper/护舒宝
